chapter,paragraph,sentence,text,tokens,token_count,tokens_str
CHAPTER XLV,41,5,"She could neither wonder nor condemn; but the belief of his self-conquest brought nothing consolatory to her bosom, afforded no palliation of her distress.","['could', 'neither', 'wonder', 'condemn', 'belief', 'brought', 'nothing', 'consolatory', 'bosom', 'afforded', 'palliation', 'distress']",12,could neither wonder condemn belief brought nothing consolatory bosom afforded palliation distress
CHAPTER XLV,41,6,"It was, on the contrary, exactly calculated to make her understand her own wishes; and never had she so honestly felt that she could have loved him, as now, when all love must be vain.","['contrary', 'exactly', 'calculated', 'make', 'understand', 'wish', 'never', 'honestly', 'felt', 'could', 'loved', 'love', 'must', 'vain']",14,contrary exactly calculated make understand wish never honestly felt could loved love must vain
CHAPTER XLV,42,1,"But self, though it would intrude, could not engross her.","['self', 'though', 'would', 'intrude', 'could', 'engross']",6,self though would intrude could engross
CHAPTER XLV,42,2,"Lydia--the humiliation, the misery she was bringing on them all--soon swallowed up every private care; and covering her face with her handkerchief, Elizabeth was soon lost to everything else; and, after a pause of several minutes, was only recalled to a sense of her situation by the voice of her companion, who, in a manner which, though it spoke compassion, spoke likewise restraint, said,--","['lydia', 'humiliation', 'misery', 'bringing', 'soon', 'swallowed', 'every', 'private', 'care', 'covering', 'face', 'handkerchief', 'elizabeth', 'soon', 'lost', 'everything', 'else', 'pause', 'several', 'minute', 'recalled', 'sense', 'situation', 'voice', 'companion', 'manner', 'though', 'spoke', 'compassion', 'spoke', 'likewise', 'restraint', 'said']",33,lydia humiliation misery bringing soon swallowed every private care covering face handkerchief elizabeth soon lost everything else pause several minute recalled sense situation voice companion manner though spoke compassion spoke likewise restraint said
CHAPTER XLV,43,1,"“I am afraid you have been long desiring my absence, nor have I anything to plead in excuse of my stay, but real, though unavailing concern.","['afraid', 'long', 'desiring', 'absence', 'anything', 'plead', 'excuse', 'stay', 'real', 'though', 'unavailing', 'concern']",12,afraid long desiring absence anything plead excuse stay real though unavailing concern
CHAPTER XLV,43,2,"Would to Heaven that anything could be either said or done on my part, that might offer consolation to such distress!","['would', 'heaven', 'anything', 'could', 'either', 'said', 'done', 'part', 'might', 'offer', 'consolation', 'distress']",12,would heaven anything could either said done part might offer consolation distress
CHAPTER XLV,43,3,"But I will not torment you with vain wishes, which may seem purposely to ask for your thanks.","['torment', 'vain', 'wish', 'may', 'seem', 'purposely', 'ask', 'thanks']",8,torment vain wish may seem purposely ask thanks
CHAPTER XLV,43,4,"This unfortunate affair will, I fear, prevent my sister’s having the pleasure of seeing you at Pemberley to-day.”","['unfortunate', 'affair', 'fear', 'prevent', 'sister', 'pleasure', 'seeing', 'pemberley']",8,unfortunate affair fear prevent sister pleasure seeing pemberley
CHAPTER XLV,44,1,"“Oh, yes!","['oh', 'yes']",2,oh yes
CHAPTER XLV,44,2,Be so kind as to apologize for us to Miss Darcy.,"['kind', 'apologize', 'u', 'miss', 'darcy']",5,kind apologize u miss darcy
CHAPTER XLV,44,3,Say that urgent business calls us home immediately.,"['say', 'urgent', 'business', 'call', 'u', 'home', 'immediately']",7,say urgent business call u home immediately
CHAPTER XLV,44,4,Conceal the unhappy truth as long as it is possible.,"['conceal', 'unhappy', 'truth', 'long', 'possible']",5,conceal unhappy truth long possible
CHAPTER XLV,44,5,I know it cannot be long.”,"['know', 'long']",2,know long
CHAPTER XLV,45,1,"He readily assured her of his secrecy, again expressed his sorrow for her distress, wished it a happier conclusion than there was at present reason to hope, and, leaving his compliments for her relations, with only one serious parting look, went away.","['readily', 'assured', 'secrecy', 'expressed', 'sorrow', 'distress', 'wished', 'happier', 'conclusion', 'present', 'reason', 'hope', 'leaving', 'compliment', 'relation', 'one', 'serious', 'parting', 'look', 'went', 'away']",21,readily assured secrecy expressed sorrow distress wished happier conclusion present reason hope leaving compliment relation one serious parting look went away
CHAPTER XLV,46,1,"As he quitted the room, Elizabeth felt how improbable it was that they should ever see each other again on such terms of cordiality as had marked their several meetings in Derbyshire; and as she threw a retrospective glance over the whole of their acquaintance, so full of contradictions and varieties, sighed at the perverseness of those feelings which would now have promoted its continuance, and would formerly have rejoiced in its termination.","['quitted', 'room', 'elizabeth', 'felt', 'improbable', 'ever', 'see', 'term', 'cordiality', 'marked', 'several', 'meeting', 'derbyshire', 'threw', 'retrospective', 'glance', 'whole', 'acquaintance', 'full', 'contradiction', 'variety', 'sighed', 'perverseness', 'feeling', 'would', 'promoted', 'continuance', 'would', 'formerly', 'rejoiced', 'termination']",31,quitted room elizabeth felt improbable ever see term cordiality marked several meeting derbyshire threw retrospective glance whole acquaintance full contradiction variety sighed perverseness feeling would promoted continuance would formerly rejoiced termination
CHAPTER XLV,47,1,"If gratitude and esteem are good foundations of affection, Elizabeth’s change of sentiment will be neither improbable nor faulty.","['gratitude', 'esteem', 'good', 'foundation', 'affection', 'elizabeth', 'change', 'sentiment', 'neither', 'improbable', 'faulty']",11,gratitude esteem good foundation affection elizabeth change sentiment neither improbable faulty
CHAPTER XLV,47,2,"But if otherwise, if the regard springing from such sources is unreasonable or unnatural, in comparison of what is so often described as arising on a first interview with its object, and even before two words have been exchanged, nothing can be said in her defence, except that she had given somewhat of a trial to the latter method, in her partiality for Wickham, and that its ill success might, perhaps, authorize her to seek the other less interesting mode of attachment.","['otherwise', 'regard', 'springing', 'source', 'unreasonable', 'unnatural', 'comparison', 'often', 'described', 'arising', 'first', 'interview', 'object', 'even', 'two', 'word', 'exchanged', 'nothing', 'said', 'defence', 'except', 'given', 'somewhat', 'trial', 'latter', 'method', 'partiality', 'wickham', 'ill', 'success', 'might', 'perhaps', 'authorize', 'seek', 'less', 'interesting', 'mode', 'attachment']",38,otherwise regard springing source unreasonable unnatural comparison often described arising first interview object even two word exchanged nothing said defence except given somewhat trial latter method partiality wickham ill success might perhaps authorize seek less interesting mode attachment
CHAPTER XLV,47,3,"Be that as it may, she saw him go with regret; and in this early example of what Lydia’s infamy must produce, found additional anguish as she reflected on that wretched business.","['may', 'saw', 'go', 'regret', 'early', 'example', 'lydia', 'infamy', 'must', 'produce', 'found', 'additional', 'anguish', 'reflected', 'wretched', 'business']",16,may saw go regret early example lydia infamy must produce found additional anguish reflected wretched business
CHAPTER XLV,47,4,Never since reading Jane’s second letter had she entertained a hope of Wickham’s meaning to marry her.,"['never', 'since', 'reading', 'jane', 'second', 'letter', 'entertained', 'hope', 'wickham', 'meaning', 'marry']",11,never since reading jane second letter entertained hope wickham meaning marry
CHAPTER XLV,47,5,"No one but Jane, she thought, could flatter herself with such an expectation.","['one', 'jane', 'thought', 'could', 'flatter', 'expectation']",6,one jane thought could flatter expectation
CHAPTER XLV,47,6,Surprise was the least of all her feelings on this development.,"['surprise', 'least', 'feeling', 'development']",4,surprise least feeling development
CHAPTER XLV,47,7,"While the contents of the first letter remained on her mind, she was all surprise, all astonishment, that Wickham should marry a girl whom it was impossible he could marry for money; and how Lydia could ever have attached him had appeared incomprehensible.","['content', 'first', 'letter', 'remained', 'mind', 'surprise', 'astonishment', 'wickham', 'marry', 'girl', 'impossible', 'could', 'marry', 'money', 'lydia', 'could', 'ever', 'attached', 'appeared', 'incomprehensible']",20,content first letter remained mind surprise astonishment wickham marry girl impossible could marry money lydia could ever attached appeared incomprehensible
CHAPTER XLV,47,8,But now it was all too natural.,['natural'],1,natural
CHAPTER XLV,47,9,"For such an attachment as this, she might have sufficient charms; and though she did not suppose Lydia to be deliberately engaging in an elopement, without the intention of marriage, she had no difficulty in believing that neither her virtue nor her understanding would preserve her from falling an easy prey.","['attachment', 'might', 'sufficient', 'charm', 'though', 'suppose', 'lydia', 'deliberately', 'engaging', 'elopement', 'without', 'intention', 'marriage', 'difficulty', 'believing', 'neither', 'virtue', 'understanding', 'would', 'preserve', 'falling', 'easy', 'prey']",23,attachment might sufficient charm though suppose lydia deliberately engaging elopement without intention marriage difficulty believing neither virtue understanding would preserve falling easy prey
CHAPTER XLV,48,1,"She had never perceived, while the regiment was in Hertfordshire, that Lydia had any partiality for him; but she was convinced that Lydia had wanted only encouragement to attach herself to anybody.","['never', 'perceived', 'regiment', 'hertfordshire', 'lydia', 'partiality', 'convinced', 'lydia', 'wanted', 'encouragement', 'attach', 'anybody']",12,never perceived regiment hertfordshire lydia partiality convinced lydia wanted encouragement attach anybody
CHAPTER XLV,48,2,"Sometimes one officer, sometimes another, had been her favourite, as their attentions raised them in her opinion.","['sometimes', 'one', 'officer', 'sometimes', 'another', 'favourite', 'attention', 'raised', 'opinion']",9,sometimes one officer sometimes another favourite attention raised opinion
CHAPTER XLV,48,3,"Her affections had been continually fluctuating, but never without an object.","['affection', 'continually', 'fluctuating', 'never', 'without', 'object']",6,affection continually fluctuating never without object
CHAPTER XLV,48,4,The mischief of neglect and mistaken indulgence towards such a girl--oh!,"['mischief', 'neglect', 'mistaken', 'indulgence', 'towards', 'girl', 'oh']",7,mischief neglect mistaken indulgence towards girl oh
CHAPTER XLV,48,5,how acutely did she now feel it!,"['acutely', 'feel']",2,acutely feel
CHAPTER XLV,49,1,"She was wild to be at home--to hear, to see, to be upon the spot to share with Jane in the cares that must now fall wholly upon her, in a family so deranged; a father absent, a mother incapable of exertion, and requiring constant attendance; and though almost persuaded that nothing could be done for Lydia, her uncle’s interference seemed of the utmost importance, and till he entered the room the misery of her impatience was severe.","['wild', 'home', 'hear', 'see', 'upon', 'spot', 'share', 'jane', 'care', 'must', 'fall', 'wholly', 'upon', 'family', 'deranged', 'father', 'absent', 'mother', 'incapable', 'exertion', 'requiring', 'constant', 'attendance', 'though', 'almost', 'persuaded', 'nothing', 'could', 'done', 'lydia', 'uncle', 'interference', 'seemed', 'utmost', 'importance', 'till', 'entered', 'room', 'misery', 'impatience', 'severe']",41,wild home hear see upon spot share jane care must fall wholly upon family deranged father absent mother incapable exertion requiring constant attendance though almost persuaded nothing could done lydia uncle interference seemed utmost importance till entered room misery impatience severe
CHAPTER XLV,49,2,"Mr. and Mrs. Gardiner had hurried back in alarm, supposing, by the servant’s account, that their niece was taken suddenly ill; but satisfying them instantly on that head, she eagerly communicated the cause of their summons, reading the two letters aloud, and dwelling on the postscript of the last with trembling energy.","['gardiner', 'hurried', 'back', 'alarm', 'supposing', 'servant', 'account', 'niece', 'taken', 'suddenly', 'ill', 'satisfying', 'instantly', 'head', 'eagerly', 'communicated', 'cause', 'summons', 'reading', 'two', 'letter', 'aloud', 'dwelling', 'postscript', 'last', 'trembling', 'energy']",27,gardiner hurried back alarm supposing servant account niece taken suddenly ill satisfying instantly head eagerly communicated cause summons reading two letter aloud dwelling postscript last trembling energy
CHAPTER XLV,49,3,"Though Lydia had never been a favourite with them, Mr. and Mrs. Gardiner could not but be deeply affected.","['though', 'lydia', 'never', 'favourite', 'gardiner', 'could', 'deeply', 'affected']",8,though lydia never favourite gardiner could deeply affected
CHAPTER XLV,49,4,"Not Lydia only, but all were concerned in it; and after the first exclamations of surprise and horror, Mr. Gardiner readily promised every assistance in his power.","['lydia', 'concerned', 'first', 'exclamation', 'surprise', 'horror', 'gardiner', 'readily', 'promised', 'every', 'assistance', 'power']",12,lydia concerned first exclamation surprise horror gardiner readily promised every assistance power
CHAPTER XLV,49,5,"Elizabeth, though expecting no less, thanked him with tears of gratitude; and all three being actuated by one spirit, everything relating to their journey was speedily settled.","['elizabeth', 'though', 'expecting', 'less', 'thanked', 'tear', 'gratitude', 'three', 'actuated', 'one', 'spirit', 'everything', 'relating', 'journey', 'speedily', 'settled']",16,elizabeth though expecting less thanked tear gratitude three actuated one spirit everything relating journey speedily settled
CHAPTER XLV,49,6,They were to be off as soon as possible.,"['soon', 'possible']",2,soon possible
CHAPTER XLV,49,7,“But what is to be done about Pemberley?” cried Mrs. Gardiner.,"['done', 'pemberley', 'cried', 'gardiner']",4,done pemberley cried gardiner
CHAPTER XLV,49,8,“John told us Mr. Darcy was here when you sent for us;--was it so?”,"['john', 'told', 'u', 'darcy', 'sent', 'u']",6,john told u darcy sent u
CHAPTER XLV,50,1,“Yes; and I told him we should not be able to keep our engagement.,"['yes', 'told', 'able', 'keep', 'engagement']",5,yes told able keep engagement
CHAPTER XLV,50,2,_That_ is all settled.”,['settled'],1,settled
CHAPTER XLV,51,1,"“What is all settled?” repeated the other, as she ran into her room to prepare.","['settled', 'repeated', 'ran', 'room', 'prepare']",5,settled repeated ran room prepare
CHAPTER XLV,51,2,“And are they upon such terms as for her to disclose the real truth?,"['upon', 'term', 'disclose', 'real', 'truth']",5,upon term disclose real truth
CHAPTER XLV,51,3,"Oh, that I knew how it was!”","['oh', 'knew']",2,oh knew
CHAPTER XLV,52,1,"But wishes were vain; or, at best, could serve only to amuse her in the hurry and confusion of the following hour.","['wish', 'vain', 'best', 'could', 'serve', 'amuse', 'hurry', 'confusion', 'following', 'hour']",10,wish vain best could serve amuse hurry confusion following hour
CHAPTER XLV,52,2,"Had Elizabeth been at leisure to be idle, she would have remained certain that all employment was impossible to one so wretched as herself; but she had her share of business as well as her aunt, and amongst the rest there were notes to be written to all their friends at Lambton, with false excuses for their sudden departure.","['elizabeth', 'leisure', 'idle', 'would', 'remained', 'certain', 'employment', 'impossible', 'one', 'wretched', 'share', 'business', 'well', 'aunt', 'amongst', 'rest', 'note', 'written', 'friend', 'lambton', 'false', 'excuse', 'sudden', 'departure']",24,elizabeth leisure idle would remained certain employment impossible one wretched share business well aunt amongst rest note written friend lambton false excuse sudden departure
CHAPTER XLV,52,3,"An hour, however, saw the whole completed; and Mr. Gardiner, meanwhile, having settled his account at the inn, nothing remained to be done but to go; and Elizabeth, after all the misery of the morning, found herself, in a shorter space of time than she could have supposed, seated in the carriage, and on the road to Longbourn.","['hour', 'however', 'saw', 'whole', 'completed', 'gardiner', 'meanwhile', 'settled', 'account', 'inn', 'nothing', 'remained', 'done', 'go', 'elizabeth', 'misery', 'morning', 'found', 'shorter', 'space', 'time', 'could', 'supposed', 'seated', 'carriage', 'road', 'longbourn']",27,hour however saw whole completed gardiner meanwhile settled account inn nothing remained done go elizabeth misery morning found shorter space time could supposed seated carriage road longbourn
CHAPTER XLVII,1,1,"“I have been thinking it over again, Elizabeth,” said her uncle, as they drove from the town; “and really, upon serious consideration, I am much more inclined than I was to judge as your eldest sister does of the matter.","['thinking', 'elizabeth', 'said', 'uncle', 'drove', 'town', 'really', 'upon', 'serious', 'consideration', 'much', 'inclined', 'judge', 'eldest', 'sister', 'matter']",16,thinking elizabeth said uncle drove town really upon serious consideration much inclined judge eldest sister matter
CHAPTER XLVII,1,2,"It appears to me so very unlikely that any young man should form such a design against a girl who is by no means unprotected or friendless, and who was actually staying in his Colonel’s family, that I am strongly inclined to hope the best.","['appears', 'unlikely', 'young', 'man', 'form', 'design', 'girl', 'mean', 'unprotected', 'friendless', 'actually', 'staying', 'colonel', 'family', 'strongly', 'inclined', 'hope', 'best']",18,appears unlikely young man form design girl mean unprotected friendless actually staying colonel family strongly inclined hope best
CHAPTER XLVII,1,3,Could he expect that her friends would not step forward?,"['could', 'expect', 'friend', 'would', 'step', 'forward']",6,could expect friend would step forward
CHAPTER XLVII,1,4,"Could he expect to be noticed again by the regiment, after such an affront to Colonel Forster?","['could', 'expect', 'noticed', 'regiment', 'affront', 'colonel', 'forster']",7,could expect noticed regiment affront colonel forster
CHAPTER XLVII,1,5,His temptation is not adequate to the risk.”,"['temptation', 'adequate', 'risk']",3,temptation adequate risk
CHAPTER XLVII,2,1,"“Do you really think so?” cried Elizabeth, brightening up for a moment.","['really', 'think', 'cried', 'elizabeth', 'brightening', 'moment']",6,really think cried elizabeth brightening moment
CHAPTER XLVII,3,1,"“Upon my word,” said Mrs. Gardiner, “I begin to be of your uncle’s opinion.","['upon', 'word', 'said', 'gardiner', 'begin', 'uncle', 'opinion']",7,upon word said gardiner begin uncle opinion
CHAPTER XLVII,3,2,"It is really too great a violation of decency, honour, and interest, for him to be guilty of it.","['really', 'great', 'violation', 'decency', 'honour', 'interest', 'guilty']",7,really great violation decency honour interest guilty
CHAPTER XLVII,3,3,I cannot think so very ill of Wickham.,"['think', 'ill', 'wickham']",3,think ill wickham
CHAPTER XLVII,3,4,"Can you, yourself, Lizzie, so wholly give him up, as to believe him capable of it?”","['lizzie', 'wholly', 'give', 'believe', 'capable']",5,lizzie wholly give believe capable
CHAPTER XLVII,4,1,“Not perhaps of neglecting his own interest.,"['perhaps', 'neglecting', 'interest']",3,perhaps neglecting interest
CHAPTER XLVII,4,2,But of every other neglect I can believe him capable.,"['every', 'neglect', 'believe', 'capable']",4,every neglect believe capable
CHAPTER XLVII,4,3,"If, indeed, it should be so!",['indeed'],1,indeed
CHAPTER XLVII,4,4,But I dare not hope it.,"['dare', 'hope']",2,dare hope
CHAPTER XLVII,4,5,"Why should they not go on to Scotland, if that had been the case?”","['go', 'scotland', 'case']",3,go scotland case
CHAPTER XLVII,5,1,"“In the first place,” replied Mr. Gardiner, “there is no absolute proof that they are not gone to Scotland.”","['first', 'place', 'replied', 'gardiner', 'absolute', 'proof', 'gone', 'scotland']",8,first place replied gardiner absolute proof gone scotland
CHAPTER XLVII,6,1,"“Oh, but their removing from the chaise into a hackney coach is such a presumption!","['oh', 'removing', 'chaise', 'hackney', 'coach', 'presumption']",6,oh removing chaise hackney coach presumption
CHAPTER XLVII,6,2,"And, besides, no traces of them were to be found on the Barnet road.”","['besides', 'trace', 'found', 'barnet', 'road']",5,besides trace found barnet road
CHAPTER XLVII,7,1,"“Well, then,--supposing them to be in London--they may be there, though for the purpose of concealment, for no more exceptionable purpose.","['well', 'supposing', 'london', 'may', 'though', 'purpose', 'concealment', 'exceptionable', 'purpose']",9,well supposing london may though purpose concealment exceptionable purpose
CHAPTER XLVII,7,2,"It is not likely that money should be very abundant on either side; and it might strike them that they could be more economically, though less expeditiously, married in London, than in Scotland.”","['likely', 'money', 'abundant', 'either', 'side', 'might', 'strike', 'could', 'economically', 'though', 'less', 'expeditiously', 'married', 'london', 'scotland']",15,likely money abundant either side might strike could economically though less expeditiously married london scotland
CHAPTER XLVII,8,1,“But why all this secrecy?,['secrecy'],1,secrecy
CHAPTER XLVII,8,2,Why any fear of detection?,"['fear', 'detection']",2,fear detection
CHAPTER XLVII,8,3,Why must their marriage be private?,"['must', 'marriage', 'private']",3,must marriage private
CHAPTER XLVII,8,4,"Oh, no, no--this is not likely.","['oh', 'likely']",2,oh likely
CHAPTER XLVII,8,5,"His most particular friend, you see by Jane’s account, was persuaded of his never intending to marry her.","['particular', 'friend', 'see', 'jane', 'account', 'persuaded', 'never', 'intending', 'marry']",9,particular friend see jane account persuaded never intending marry
CHAPTER XLVII,8,6,Wickham will never marry a woman without some money.,"['wickham', 'never', 'marry', 'woman', 'without', 'money']",6,wickham never marry woman without money
CHAPTER XLVII,8,7,He cannot afford it.,['afford'],1,afford
CHAPTER XLVII,8,8,"And what claims has Lydia, what attractions has she beyond youth, health, and good humour, that could make him for her sake forego every chance of benefiting himself by marrying well?","['claim', 'lydia', 'attraction', 'beyond', 'youth', 'health', 'good', 'humour', 'could', 'make', 'sake', 'forego', 'every', 'chance', 'benefiting', 'marrying', 'well']",17,claim lydia attraction beyond youth health good humour could make sake forego every chance benefiting marrying well
CHAPTER XLVII,8,9,"As to what restraint the apprehensions of disgrace in the corps might throw on a dishonourable elopement with her, I am not able to judge; for I know nothing of the effects that such a step might produce.","['restraint', 'apprehension', 'disgrace', 'corp', 'might', 'throw', 'dishonourable', 'elopement', 'able', 'judge', 'know', 'nothing', 'effect', 'step', 'might', 'produce']",16,restraint apprehension disgrace corp might throw dishonourable elopement able judge know nothing effect step might produce
CHAPTER XLVII,8,10,"But as to your other objection, I am afraid it will hardly hold good.","['objection', 'afraid', 'hardly', 'hold', 'good']",5,objection afraid hardly hold good
CHAPTER XLVII,8,11,"Lydia has no brothers to step forward; and he might imagine, from my father’s behaviour, from his indolence and the little attention he has ever seemed to give to what was going forward in his family, that _he_ would do as little and think as little about it, as any father could do, in such a matter.”","['lydia', 'brother', 'step', 'forward', 'might', 'imagine', 'father', 'behaviour', 'indolence', 'little', 'attention', 'ever', 'seemed', 'give', 'going', 'forward', 'family', 'would', 'little', 'think', 'little', 'father', 'could', 'matter']",24,lydia brother step forward might imagine father behaviour indolence little attention ever seemed give going forward family would little think little father could matter
CHAPTER XLVII,9,1,"“But can you think that Lydia is so lost to everything but love of him, as to consent to live with him on any other terms than marriage?”","['think', 'lydia', 'lost', 'everything', 'love', 'consent', 'live', 'term', 'marriage']",9,think lydia lost everything love consent live term marriage
CHAPTER XLVII,10,1,"“It does seem, and it is most shocking, indeed,” replied Elizabeth, with tears in her eyes, “that a sister’s sense of decency and virtue in such a point should admit of doubt.","['seem', 'shocking', 'indeed', 'replied', 'elizabeth', 'tear', 'eye', 'sister', 'sense', 'decency', 'virtue', 'point', 'admit', 'doubt']",14,seem shocking indeed replied elizabeth tear eye sister sense decency virtue point admit doubt
CHAPTER XLVII,10,2,"But, really, I know not what to say.","['really', 'know', 'say']",3,really know say
CHAPTER XLVII,10,3,Perhaps I am not doing her justice.,"['perhaps', 'justice']",2,perhaps justice
CHAPTER XLVII,10,4,"But she is very young: she has never been taught to think on serious subjects; and for the last half year, nay, for a twelvemonth, she has been given up to nothing but amusement and vanity.","['young', 'never', 'taught', 'think', 'serious', 'subject', 'last', 'half', 'year', 'nay', 'twelvemonth', 'given', 'nothing', 'amusement', 'vanity']",15,young never taught think serious subject last half year nay twelvemonth given nothing amusement vanity
CHAPTER XLVII,10,5,"She has been allowed to dispose of her time in the most idle and frivolous manner, and to adopt any opinions that came in her way.","['allowed', 'dispose', 'time', 'idle', 'frivolous', 'manner', 'adopt', 'opinion', 'came', 'way']",10,allowed dispose time idle frivolous manner adopt opinion came way
CHAPTER XLVII,10,6,"Since the ----shire were first quartered in Meryton, nothing but love, flirtation, and officers, have been in her head.","['since', 'shire', 'first', 'quartered', 'meryton', 'nothing', 'love', 'flirtation', 'officer', 'head']",10,since shire first quartered meryton nothing love flirtation officer head
CHAPTER XLVII,10,7,"She has been doing everything in her power, by thinking and talking on the subject, to give greater--what shall I call it?--susceptibility to her feelings; which are naturally lively enough.","['everything', 'power', 'thinking', 'talking', 'subject', 'give', 'greater', 'shall', 'call', 'susceptibility', 'feeling', 'naturally', 'lively', 'enough']",14,everything power thinking talking subject give greater shall call susceptibility feeling naturally lively enough
CHAPTER XLVII,10,8,And we all know that Wickham has every charm of person and address that can captivate a woman.”,"['know', 'wickham', 'every', 'charm', 'person', 'address', 'captivate', 'woman']",8,know wickham every charm person address captivate woman
CHAPTER XLVII,11,1,"“But you see that Jane,” said her aunt, “does not think so ill of Wickham, as to believe him capable of the attempt.”","['see', 'jane', 'said', 'aunt', 'think', 'ill', 'wickham', 'believe', 'capable', 'attempt']",10,see jane said aunt think ill wickham believe capable attempt
CHAPTER XLVII,12,1,“Of whom does Jane ever think ill?,"['jane', 'ever', 'think', 'ill']",4,jane ever think ill
CHAPTER XLVII,12,2,"And who is there, whatever might be their former conduct, that she would believe capable of such an attempt, till it were proved against them?","['whatever', 'might', 'former', 'conduct', 'would', 'believe', 'capable', 'attempt', 'till', 'proved']",10,whatever might former conduct would believe capable attempt till proved
CHAPTER XLVII,12,3,"But Jane knows, as well as I do, what Wickham really is.","['jane', 'know', 'well', 'wickham', 'really']",5,jane know well wickham really
CHAPTER XLVII,12,4,We both know that he has been profligate in every sense of the word; that he has neither integrity nor honour; that he is as false and deceitful as he is insinuating.”,"['know', 'profligate', 'every', 'sense', 'word', 'neither', 'integrity', 'honour', 'false', 'deceitful', 'insinuating']",11,know profligate every sense word neither integrity honour false deceitful insinuating
CHAPTER XLVII,13,1,"“And do you really know all this?” cried Mrs. Gardiner, whose curiosity as to the mode of her intelligence was all alive.","['really', 'know', 'cried', 'gardiner', 'whose', 'curiosity', 'mode', 'intelligence', 'alive']",9,really know cried gardiner whose curiosity mode intelligence alive
CHAPTER XLVII,14,1,"“I do, indeed,” replied Elizabeth, colouring.","['indeed', 'replied', 'elizabeth', 'colouring']",4,indeed replied elizabeth colouring
CHAPTER XLVII,14,2,"“I told you the other day of his infamous behaviour to Mr. Darcy; and you, yourself, when last at Longbourn, heard in what manner he spoke of the man who had behaved with such forbearance and liberality towards him.","['told', 'day', 'infamous', 'behaviour', 'darcy', 'last', 'longbourn', 'heard', 'manner', 'spoke', 'man', 'behaved', 'forbearance', 'liberality', 'towards']",15,told day infamous behaviour darcy last longbourn heard manner spoke man behaved forbearance liberality towards
CHAPTER XLVII,14,3,And there are other circumstances which I am not at liberty--which it is not worth while to relate; but his lies about the whole Pemberley family are endless.,"['circumstance', 'liberty', 'worth', 'relate', 'lie', 'whole', 'pemberley', 'family', 'endless']",9,circumstance liberty worth relate lie whole pemberley family endless
CHAPTER XLVII,14,4,"From what he said of Miss Darcy, I was thoroughly prepared to see a proud, reserved, disagreeable girl.","['said', 'miss', 'darcy', 'thoroughly', 'prepared', 'see', 'proud', 'reserved', 'disagreeable', 'girl']",10,said miss darcy thoroughly prepared see proud reserved disagreeable girl
CHAPTER XLVII,14,5,Yet he knew to the contrary himself.,"['yet', 'knew', 'contrary']",3,yet knew contrary
CHAPTER XLVII,14,6,He must know that she was as amiable and unpretending as we have found her.”,"['must', 'know', 'amiable', 'unpretending', 'found']",5,must know amiable unpretending found
CHAPTER XLVII,15,1,“But does Lydia know nothing of this?,"['lydia', 'know', 'nothing']",3,lydia know nothing
CHAPTER XLVII,15,2,can she be ignorant of what you and Jane seem so well to understand?”,"['ignorant', 'jane', 'seem', 'well', 'understand']",5,ignorant jane seem well understand
CHAPTER XLVII,16,1,"“Oh, yes!--that, that is the worst of all.","['oh', 'yes', 'worst']",3,oh yes worst
CHAPTER XLVII,16,2,"Till I was in Kent, and saw so much both of Mr. Darcy and his relation Colonel Fitzwilliam, I was ignorant of the truth myself.","['till', 'kent', 'saw', 'much', 'darcy', 'relation', 'colonel', 'fitzwilliam', 'ignorant', 'truth']",10,till kent saw much darcy relation colonel fitzwilliam ignorant truth
CHAPTER XLVII,16,3,And when I returned home the ----shire was to leave Meryton in a week or fortnight’s time.,"['returned', 'home', 'shire', 'leave', 'meryton', 'week', 'fortnight', 'time']",8,returned home shire leave meryton week fortnight time
CHAPTER XLVII,16,4,"As that was the case, neither Jane, to whom I related the whole, nor I, thought it necessary to make our knowledge public; for of what use could it apparently be to anyone, that the good opinion, which all the neighbourhood had of him, should then be overthrown?","['case', 'neither', 'jane', 'related', 'whole', 'thought', 'necessary', 'make', 'knowledge', 'public', 'use', 'could', 'apparently', 'anyone', 'good', 'opinion', 'neighbourhood', 'overthrown']",18,case neither jane related whole thought necessary make knowledge public use could apparently anyone good opinion neighbourhood overthrown
CHAPTER XLVII,16,5,"And even when it was settled that Lydia should go with Mrs. Forster, the necessity of opening her eyes to his character never occurred to me.","['even', 'settled', 'lydia', 'go', 'forster', 'necessity', 'opening', 'eye', 'character', 'never', 'occurred']",11,even settled lydia go forster necessity opening eye character never occurred
CHAPTER XLVII,16,6,That _she_ could be in any danger from the deception never entered my head.,"['could', 'danger', 'deception', 'never', 'entered', 'head']",6,could danger deception never entered head
CHAPTER XLVII,16,7,"That such a consequence as _this_ should ensue, you may easily believe was far enough from my thoughts.”","['consequence', 'ensue', 'may', 'easily', 'believe', 'far', 'enough', 'thought']",8,consequence ensue may easily believe far enough thought
CHAPTER XLVII,17,1,"“When they all removed to Brighton, therefore, you had no reason, I suppose, to believe them fond of each other?”","['removed', 'brighton', 'therefore', 'reason', 'suppose', 'believe', 'fond']",7,removed brighton therefore reason suppose believe fond
CHAPTER XLVII,18,1,“Not the slightest.,['slightest'],1,slightest
